Guid,AccountId,Name,Description,StageName,Amount,Probability,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,IsExcludedFromTerritory2Filter,ContactId,SBQQ__Contracted__c,SBQQ__CreateContractedPrices__c,SBQQ__OrderGroupID__c,SBQQ__Ordered__c,SBQQ__QuotePricebookId__c,SBQQ__Renewal__c,sbaa__ApprovalStatus__c,sbaa__ApprovalStep__c,sbaa__StepApproved__c,sbaa__SubmittedDate__c
974751ac-8153-45a8-ae53-95dcd2999425,e0dff891-c090-42e1-a5e8-6730159e8444,"salesforce.com - 2,000 Widgets",More widgets required.  The deal is at 50% because they are still at the sales process stage of evaluating the business/value justification that we submitted.,Value Proposition,20000.0,50.0,2021-11-05,Existing Business,Meet at Widget Conference,Partner,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e7b9fd55-36b4-4814-85ba-c26213538f80,c2cf7f1b-9cd4-4295-a680-fb47054fefa2,Fanoodle - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
597c9ff0-7ab1-4995-924f-a4a75130994d,6307d1d2-7bcf-4825-b413-1444ebb3fc85,Yozio - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6ed26e65-c577-4acb-aea1-78b1f172b24c,b5411cf5-718f-4730-a85d-041dbfd1511a,Skyvu - SOW 3,#N/A,Perception Analysis,72395.0,70.0,2024-05-02,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5a41433d-0909-402d-a8e6-717e7d89b8df,f6e33ad7-125f-4419-9257-744885ccf513,Wikizz - Additional Sale,#N/A,Closed Won,29995.0,100.0,2023-12-04,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
b2ac3540-13be-4759-81b2-9b712751dee8,cc4a551d-9b1e-436c-8750-9d01a7474ff8,Meembee - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2434eb8f-9192-4c3f-8e1b-3da916e4c390,c7ae301e-2153-48bd-9bcd-1b01b241b206,Meeveo - Additional Sale,#N/A,Closed Won,72395.0,100.0,2022-06-17,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
eaafc883-28cd-4333-9bab-389ddb7b155b,faf73a0b-3ce6-4660-9ade-528e49e80c9d,Podcat - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
230ef901-3698-4271-9723-a17bdfc59df9,709abd2a-d8e0-414e-ba8e-b362b419b365,Omba - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
f9c9b2dd-c43f-4280-87f8-1dff1cb7b6b1,630d86e2-e0fa-41c7-a756-e7482c3661d8,Babblestorm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ebae411c-ae56-43d6-a6cb-176b25ce62d8,05a72b87-2c0b-444a-8a6c-cd8c00a3fd0f,Voolith - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a09dcde4-82e3-4972-8696-2167beffe88b,e3cbb7cb-f105-4f28-afaf-fd3a6129f93e,Camimbo - Initial Sale,#N/A,Prospecting,81083.0,10.0,2024-04-11,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
4c6a70e2-71e1-4208-98ec-8756d315fc4a,a51c4b49-e7e8-48ef-8910-2dc0c8b13049,Quire - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
9c07b974-093a-4c7e-a6e9-13bd1c4649c9,e0dff891-c090-42e1-a5e8-6730159e8444,"salesforce.com - 1,000 Widgets",They are interested in our widgets!  The deal is at 90% because they are at the sales process stage of negotiating the finer points of a proposal that we submitted.  We are negotiating with their key decision makers and are confident that this deal will close soon.,Negotiation/Review,100000.0,90.0,2021-09-07,New Business,Close the deal!,Advertisement,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
2148ddac-8be5-4b69-ac6e-feb3b4ceeb3e,6e673ee8-964b-4f68-a02f-800eb1626c4e,Fliptune - SOW 1,#N/A,Needs Analysis,71595.0,20.0,2024-05-02,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
28935303-d2a3-414a-8879-5ce99d50b517,67703094-d179-4664-a050-b1737b793a14,Skimia - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a53ec07c-6715-4244-926f-6fdbc1760962,4441ca6d-9069-4c67-8178-7d1688499c43,Gigaclub - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
85fc2944-71c5-40f0-95d9-229824a8be89,2af176b7-d4c4-45a6-bf12-6104e1498873,Chatterpoint - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
860621c0-5237-46b5-b999-617e03a07617,2abf4046-f276-4323-b517-a0d3670c1c3c,Omba - Cross-sell,#N/A,Proposal/Price Quote,11250.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
6a95cdb2-9e45-4f31-b1cd-0dcd971f34bc,e52e6127-c45f-432f-9ee3-3d865beeb6c0,Dynabox - Cross-sell,#N/A,Proposal/Price Quote,11550.0,75.0,2024-05-01,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0af5d4e6-e430-49d1-8397-2fe82b1130e1,24f7a412-6a05-462c-86dd-36aa2c3e8a87,Noba - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,Existing Business,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
80b50a34-5ea2-4f88-977b-a06d0e7f33df,0c2fa1b1-05bb-4725-8a91-346d7f7906b2,Voomm - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ff7c3cd6-a84c-4006-a06c-b13027a50567,6efb41e0-1c0d-47b2-94d7-149bbfbc33e9,Yodel - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-02-16,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a69420de-c7e0-41ff-a814-ba0e1a808e85,10cf2ad1-cae6-4377-b34d-6730d55a9404,Wikizz - Upsell,#N/A,Qualification,100082.0,10.0,2024-06-06,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
16fe9d3b-c416-436d-810f-a5ad71ddb01b,8967b4af-b583-41b8-8f4b-664b151c849e,Talane - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
06d10edb-a834-4d5f-aadf-c9fa838f795d,10cf2ad1-cae6-4377-b34d-6730d55a9404,Wikizz - Cross-sell,#N/A,Proposal/Price Quote,18350.0,75.0,2024-04-16,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
d7e20816-b40b-4f56-bc1c-b6f1ab684488,60d162c6-7a7a-4943-8316-093a1c411a16,Jetpulse - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5692f7aa-000b-4aa0-8614-11bc7274180a,65f4a2d0-6045-4e23-a2d0-19bf6ee5c22b,Jazzy - Initial Sale,#N/A,Closed Lost,72395.0,0.0,2023-10-03,#N/A,#N/A,#N/A,Omitted,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
e520941f-9cf1-4e1e-8eae-d41d373d857b,c2cf7f1b-9cd4-4295-a680-fb47054fefa2,Fanoodle - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
1bc20d99-55c4-40e4-81a9-6c41f7f581be,55348a2f-a6a8-4422-a999-3a8035261da7,Edgeclub - Additional Sale,#N/A,Value Proposition,34995.0,50.0,2024-02-19,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
5e808055-3514-4f98-8b25-f1dc8fb2534d,e3d63f45-424d-42bd-a4f0-fac6a7a53f9b,Quire - Secondary Sale,#N/A,Closed Won,32395.00000002,100.0,2024-04-15,#N/A,#N/A,#N/A,Closed,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
a48edad8-cbb0-4bf4-95fa-1acca300a3d5,b2605d64-a117-4cb1-b282-e61065f6784b,Rhycero - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
291b2b09-c96e-4fad-ad5b-51ce70ef9077,a02d24fe-6bb8-40e5-a0e3-ea2c44907bbf,Myworks - Upsell,#N/A,Needs Analysis,100082.0,20.0,2024-06-06,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
98992c7e-4801-4373-87d0-5aecacf148a7,255b5b5e-9710-4eb7-9a06-71273fa134b7,Oozz - Additional Sale,#N/A,Id. Decision Makers,34995.0,60.0,2024-05-09,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
0c76f516-c810-477d-9fcc-82b411277d06,be1ed780-2030-475a-8789-812b175497a4,Aibox - Upsell,#N/A,Qualification,75000.0,10.0,2024-06-21,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
ce95444b-1746-4df8-891f-2604431dee8c,a890f36a-cfef-4fa8-85fc-8ce2134d92fa,Twimm - Upsell,#N/A,Qualification,75000.0,10.0,2024-05-07,#N/A,#N/A,#N/A,Pipeline,false,#N/A,false,false,#N/A,false,#N/A,false,#N/A,#N/A,false,#N/A
